"sample","microbe","Taxonomy","domain","kingdom","phylum","class","order","family","genus","species","counts"
32111,"Acidibrevibacterium.fodinaquatile","d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidibrevibacterium|s__Acidibrevibacterium fodinaquatile","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__Acidibrevibacterium","s__Acidibrevibacterium fodinaquatile",2
33287,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",18
33233,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",10
30299,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",10
32376,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",898
30943,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",8
33227,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",2
32388,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",43
32778,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",9
32117,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",3
30937,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",708
33285,"Prevotella.oris","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella oris",5
33235,"Prevotella.sp..oral.taxon.299","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. oral taxon 299","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella sp. oral taxon 299",86
33291,"Prevotella.sp..oral.taxon.299","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. oral taxon 299","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella sp. oral taxon 299",1
32517,"Prevotella.sp..oral.taxon.299","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. oral taxon 299","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella sp. oral taxon 299",2
32515,"Prevotella.sp..oral.taxon.299","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. oral taxon 299","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella sp. oral taxon 299",3515
30297,"Prevotella.sp..oral.taxon.475","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. oral taxon 475","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella sp. oral taxon 475",10
33088,"Prevotella.sp..WR041","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. WR041","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella sp. WR041",1
31539,"Prevotella.veroralis","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella veroralis","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella veroralis",12
33291,"Prevotella.veroralis","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella veroralis","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella veroralis",4
31675,"Prevotella.veroralis","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella veroralis","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella veroralis",77
33088,"Prevotella.veroralis","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella veroralis","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella veroralis",9
31537,"Prevotella.veroralis","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella veroralis","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella veroralis",61
31673,"Prevotella.veroralis","d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella veroralis","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella veroralis",219
33229,"Propionibacterium.acidifaciens","d__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium acidifaciens","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinomycetia","o__Propionibacteriales","f__Propionibacteriaceae","g__Propionibacterium","s__Propionibacterium acidifaciens",3
33090,"Rheinheimera.sp..F8","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera|s__Rheinheimera sp. F8","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Chromatiales","f__Chromatiaceae","g__Rheinheimera","s__Rheinheimera sp. F8",1
33297,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",130
31545,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",188
31543,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",350
30163,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",49
33235,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",3
30935,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",1382
33094,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",370
30297,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",4
30947,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",7
30939,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",1413
31537,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",56
33090,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",254
31539,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",158
30161,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",80
33291,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",12
33223,"Ruminococcus.bicirculans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bicirculans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus bicirculans",130
30163,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",9
31667,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",2363
33285,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",15
31545,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",181
32766,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",2853
30941,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",21
30945,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",16
31543,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",162
32376,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",38
33090,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",116
33287,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",6
33225,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",2001
32115,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",2
33233,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",9
30939,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",2
33295,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",55
30822,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",118
32515,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",6
30935,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",816
30947,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",5
32513,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",14
31671,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",928
30305,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",492
30820,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",73
33094,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",328
30943,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",67
30161,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",33
32388,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",4
33223,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",20
30297,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",11
33293,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",33
30295,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",11
33297,"Ruthenibacterium.lactatiformans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","s__Ruthenibacterium lactatiformans",9
