"X..Gene.Family","DSpakowicz002_1_R153_S1","DSpakowicz002_11_R153_S11","DSpakowicz002_12_R153_S12","DSpakowicz002_13_R153_S13","DSpakowicz002_14_R153_S14","DSpakowicz002_15_R153_S15","DSpakowicz002_16_R153_S16","DSpakowicz002_17_R153_S17","DSpakowicz002_18_R153_S18","DSpakowicz002_19_R153_S19","DSpakowicz002_2_R153_S2","DSpakowicz002_3_R153_S3","DSpakowicz002_5_R153_S5","DSpakowicz002_6_R153_S6","DSpakowicz002_7_R153_S7","DSpakowicz002_8_R153_S8","DSpakowicz002_9_R153_S9"
"UniRef90_U7L775",12.1212121212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_U7L775|unclassified",12.1212121212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_F3P2K9",12.1154769247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_F3P2K9|g__Cutibacterium.s__Cutibacterium_acnes",12.1154769247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U8R4",12.1043592226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U8R4|g__Cutibacterium.s__Cutibacterium_acnes",12.1043592226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U5L1",12.096059964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.413583975
"UniRef90_W4U5L1|g__Cutibacterium.s__Cutibacterium_acnes",12.096059964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.413583975
"UniRef90_Q6A6C0",12.0953100476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8408457165
"UniRef90_Q6A6C0|g__Cutibacterium.s__Cutibacterium_acnes",12.0953100476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8408457165
"UniRef90_A0A2I6QIE2",12.0847024461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2I6QIE2|unclassified",12.0847024461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UJN0",12.0777019564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UJN0|g__Cutibacterium.s__Cutibacterium_acnes",12.0777019564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A3A8W8G5",12.0620989135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.154105157,NA,NA,23.1285429416
"UniRef90_A0A3A8W8G5|g__Cutibacterium.s__Cutibacterium_acnes",12.0620989135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.154105157,NA,NA,23.1285429416
"UniRef90_W4TY57",12.0481927711,NA,NA,NA,NA,22.4719101124,24.3902439024,NA,NA,NA,NA,NA,NA,25.9816207185,NA,NA,18.5185185185
"UniRef90_W4TY57|g__Cutibacterium.s__Cutibacterium_acnes",12.0481927711,NA,NA,NA,NA,22.4719101124,24.3902439024,NA,NA,NA,NA,NA,NA,25.9816207185,NA,NA,18.5185185185
"UniRef90_W4U4Z6",12.0481927711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U4Z6|g__Cutibacterium.s__Cutibacterium_acnes",12.0481927711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0E9EUL7",12.0481927711,NA,NA,NA,NA,NA,NA,NA,12.6582278481,NA,NA,NA,NA,NA,23.6694677871,NA,26.3157894737
"UniRef90_A0A0E9EUL7|unclassified",12.0481927711,NA,NA,NA,NA,NA,NA,NA,12.6582278481,NA,NA,NA,NA,NA,23.6694677871,NA,26.3157894737
"UniRef90_E6D8E0",12.0481670391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6159614882
"UniRef90_E6D8E0|g__Cutibacterium.s__Cutibacterium_acnes",12.0481670391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6159614882
"UniRef90_A0A3A8VPZ3",12.0371514114,NA,NA,NA,NA,NA,14.3279283642,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5404250191
"UniRef90_A0A3A8VPZ3|g__Cutibacterium.s__Cutibacterium_acnes",12.0371514114,NA,NA,NA,NA,NA,14.3279283642,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5404250191
"UniRef90_W4UIQ5",12.0271043396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UIQ5|unclassified",12.0271043396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UL30",12.023329383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UL30|g__Cutibacterium.s__Cutibacterium_acnes",12.023329383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1S1ELR2",12.0121203376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1S1ELR2|unclassified",12.0121203376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UEE9",12.0116061475,NA,NA,9.5505003064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5245763225
"UniRef90_W4UEE9|g__Cutibacterium.s__Cutibacterium_acnes",12.0116061475,NA,NA,9.5505003064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5245763225
"UniRef90_W4UDY7",12.0031924396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UDY7|g__Cutibacterium.s__Cutibacterium_acnes",12.0031924396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_E6D955",12.0031019252,NA,NA,15.0945545682,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3457943925,NA,NA,NA
"UniRef90_E6D955|g__Cutibacterium.s__Cutibacterium_acnes",12.0031019252,NA,NA,15.0945545682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TU29",11.9900435349,NA,NA,9.9670692193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0274735542,NA,30.1105870261
"UniRef90_W4TU29|g__Cutibacterium.s__Cutibacterium_acnes",11.9900435349,NA,NA,9.9670692193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0274735542,NA,30.1105870261
"UniRef90_A0A3D8ZU47",11.9877572743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4249571966
"UniRef90_A0A3D8ZU47|g__Cutibacterium.s__Cutibacterium_acnes",11.9877572743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4249571966
"UniRef90_W4TVH4",11.9818336494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4431369337
"UniRef90_W4TVH4|g__Cutibacterium.s__Cutibacterium_acnes",11.9818336494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4431369337
"UniRef90_A0A2B7J1S7",11.9806424139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2B7J1S7|unclassified",11.9806424139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UF86",11.98019929,NA,NA,NA,NA,NA,9.2218935072,NA,NA,NA,NA,NA,NA,13.1400848808,NA,NA,22.975638243
"UniRef90_W4UF86|g__Cutibacterium.s__Cutibacterium_acnes",11.98019929,NA,NA,NA,NA,NA,9.2218935072,NA,NA,NA,NA,NA,NA,13.1400848808,NA,NA,22.975638243
"UniRef90_W4TW36",11.969756104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0080429679,NA,NA,15.0446008864
"UniRef90_W4TW36|g__Cutibacterium.s__Cutibacterium_acnes",11.969756104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0080429679,NA,NA,15.0446008864
"UniRef90_W4TRV7",11.9679216531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1516795716
"UniRef90_W4TRV7|g__Cutibacterium.s__Cutibacterium_acnes",11.9679216531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1516795716
"UniRef90_W4TWF1",11.9617965476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TWF1|g__Cutibacterium.s__Cutibacterium_acnes",11.9617965476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TT81",11.9499268146,NA,5.0188284782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TT81|g__Cutibacterium.s__Cutibacterium_acnes",11.9499268146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UDW0",11.9472851478,NA,NA,NA,NA,6.1071010871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4317708605
"UniRef90_W4UDW0|g__Cutibacterium.s__Cutibacterium_acnes",11.9472851478,NA,NA,NA,NA,6.1071010871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4317708605
"UniRef90_W4UK16",11.9135440319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UK16|g__Cutibacterium.s__Cutibacterium_acnes",11.9135440319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_E6D5Q7",11.9125586201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_E6D5Q7|g__Cutibacterium.s__Cutibacterium_acnes",11.9125586201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_F9NWM3",11.9088872068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3781523704,NA,NA,NA
"UniRef90_F9NWM3|g__Cutibacterium.s__Cutibacterium_acnes",11.9088872068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3781523704,NA,NA,NA
"UniRef90_R0NRM0",11.9047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_R0NRM0|unclassified",11.9047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TWN2",11.9047619048,NA,NA,NA,NA,NA,23.2558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TWN2|g__Cutibacterium.s__Cutibacterium_acnes",11.9047619048,NA,NA,NA,NA,NA,23.2558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TZA3",11.9016701908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4740626698
"UniRef90_W4TZA3|g__Cutibacterium.s__Cutibacterium_acnes",11.9016701908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4740626698
"UniRef90_W4TWP9",11.8918693497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TWP9|g__Cutibacterium.s__Cutibacterium_acnes",11.8918693497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2B7JW36",11.8669243748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9086459964
"UniRef90_A0A2B7JW36|g__Cutibacterium.s__Cutibacterium_acnes",11.8669243748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9086459964
"UniRef90_A0A2K5NTV0",11.8654051033,NA,NA,NA,NA,NA,22.0649106668,8.9472908641,NA,NA,7.5030345894,NA,NA,47.0389020753,NA,22.36913834,15.4111321937
"UniRef90_A0A2K5NTV0|unclassified",11.8654051033,NA,NA,NA,NA,NA,22.0649106668,8.9472908641,NA,NA,7.5030345894,NA,NA,47.0389020753,NA,22.36913834,15.4111321937
"UniRef90_W4TJ99",11.8648636862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1748256227
"UniRef90_W4TJ99|g__Cutibacterium.s__Cutibacterium_acnes",11.8648636862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1748256227
"UniRef90_W4U7X0",11.8606273721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2890285605
"UniRef90_W4U7X0|g__Cutibacterium.s__Cutibacterium_acnes",11.8606273721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2890285605
"UniRef90_W4U454",11.8456979477,NA,NA,13.3074935401,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5855218345,NA,16.9057523325,25.575512619
"UniRef90_W4U454|g__Cutibacterium.s__Cutibacterium_acnes",11.8456979477,NA,NA,13.3074935401,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5855218345,NA,16.9057523325,25.575512619
"UniRef90_W4U610",11.8402617068,NA,NA,NA,NA,NA,NA,15.8563642627,NA,NA,NA,NA,NA,10.4537750468,NA,NA,26.7996593027
"UniRef90_W4U610|g__Cutibacterium.s__Cutibacterium_acnes",11.8402617068,NA,NA,NA,NA,NA,NA,15.8563642627,NA,NA,NA,NA,NA,10.4537750468,NA,NA,26.7996593027
"UniRef90_A0A3A8VPP4",11.8317934942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A3A8VPP4|g__Cutibacterium.s__Cutibacterium_acnes",11.8317934942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UBA2",11.8313579973,4.955124346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5789030611,NA,NA,16.6475477377
"UniRef90_W4UBA2|g__Cutibacterium.s__Cutibacterium_acnes",11.8313579973,4.955124346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5789030611,NA,NA,16.6475477377
"UniRef90_W4U945",11.8279446625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U945|g__Cutibacterium.s__Cutibacterium_acnes",11.8279446625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_U7MB88",11.8235041119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8731150366
"UniRef90_U7MB88|g__Staphylococcus.s__Staphylococcus_epidermidis",7.8591645496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9862806019
"UniRef90_U7MB88|g__Cutibacterium.s__Cutibacterium_acnes",3.9643395623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8868344347
"UniRef90_A0A1B6G9D8",11.8203481288,NA,1.7820547335,NA,NA,NA,42.7481605977,NA,4.9496080627,6.035055858,NA,NA,8.4601605762,12.3033871086,NA,NA,26.5544467754
"UniRef90_A0A1B6G9D8|unclassified",11.8203481288,NA,1.7820547335,NA,NA,NA,42.7481605977,NA,4.9496080627,6.035055858,NA,NA,8.4601605762,12.3033871086,NA,NA,26.5544467754
"UniRef90_A0A3D8ZQ11",11.8161785454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4412827465,NA,NA,16.6793960034
"UniRef90_A0A3D8ZQ11|g__Cutibacterium.s__Cutibacterium_acnes",11.8161785454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4412827465,NA,NA,16.6793960034
"UniRef90_W4UCG1",11.8068152958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2088274607,NA,NA,26.4524743692
"UniRef90_W4UCG1|g__Cutibacterium.s__Cutibacterium_acnes",11.8068152958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2088274607,NA,NA,26.4524743692
"UniRef90_F9NUX0",11.8018812463,NA,NA,11.4345738295,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2819455465,NA,NA,NA
"UniRef90_F9NUX0|g__Cutibacterium.s__Cutibacterium_acnes",11.8018812463,NA,NA,11.4345738295,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2819455465,NA,NA,NA
"UniRef90_W4TUK4",11.7994692595,NA,NA,11.6177767191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4870356061
"UniRef90_W4TUK4|g__Cutibacterium.s__Cutibacterium_acnes",11.7994692595,NA,NA,11.6177767191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4870356061
"UniRef90_W4TWH7",11.7976709984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3811927235
"UniRef90_W4TWH7|g__Cutibacterium.s__Cutibacterium_acnes",11.7976709984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3811927235
"UniRef90_U7J9K8",11.7719038117,NA,NA,NA,NA,NA,8.4856971697,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9207945457
"UniRef90_U7J9K8|g__Cutibacterium.s__Cutibacterium_acnes",11.7719038117,NA,NA,NA,NA,NA,8.4856971697,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9207945457
"UniRef90_A0A0V1GAW6",11.7647058824,12.0481927711,22.9885057471,NA,NA,4.5977011494,NA,NA,NA,NA,NA,1.2771392082,NA,55.3698752228,NA,NA,NA
"UniRef90_A0A0V1GAW6|unclassified",11.7647058824,12.0481927711,22.9885057471,NA,NA,4.5977011494,NA,NA,NA,NA,NA,1.2771392082,NA,55.3698752228,NA,NA,NA
"UniRef90_A0A269XE09",11.7647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A269XE09|unclassified",11.7647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q9H389",11.7647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2699386503,5.8823529412,52.4981991692,NA,NA,NA
"UniRef90_Q9H389|unclassified",11.7647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2699386503,5.8823529412,52.4981991692,NA,NA,NA
"UniRef90_U7M449",11.7647058824,NA,18.018018018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4030037547
"UniRef90_U7M449|g__Cutibacterium.s__Cutibacterium_acnes",11.7647058824,NA,18.018018018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4030037547
"UniRef90_U7M4M1",11.7516332023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2574403143
"UniRef90_U7M4M1|g__Cutibacterium.s__Cutibacterium_acnes",11.7516332023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2574403143
"UniRef90_W4TXZ2",11.743462489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4224073877,NA,NA,NA
"UniRef90_W4TXZ2|g__Cutibacterium.s__Cutibacterium_acnes",11.743462489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4224073877,NA,NA,NA
"UniRef90_Q6ABP6",11.7365559644,NA,NA,NA,NA,13.4399365667,NA,NA,NA,NA,NA,8.5107924091,NA,NA,NA,7.3130179513,19.7159206142
"UniRef90_Q6ABP6|g__Cutibacterium.s__Cutibacterium_acnes",11.7365559644,NA,NA,NA,NA,13.4399365667,NA,NA,NA,NA,NA,8.5107924091,NA,NA,NA,7.3130179513,19.7159206142
"UniRef90_UPI0001F0C1F2",11.7278993509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI0001F0C1F2|g__Cutibacterium.s__Cutibacterium_acnes",11.7278993509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UB21",11.7270413692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1927722632,NA,NA,19.9333318837
"UniRef90_W4UB21|g__Cutibacterium.s__Cutibacterium_acnes",11.7270413692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1927722632,NA,NA,NA
"UniRef90_W4U9E7",11.7077493329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U9E7|g__Cutibacterium.s__Cutibacterium_acnes",11.7077493329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_F9NWE8",11.7071660339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8369973036
"UniRef90_F9NWE8|g__Cutibacterium.s__Cutibacterium_acnes",11.7071660339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8369973036
"UniRef90_F3P2G1",11.7048051646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.978439312,NA,NA,NA
"UniRef90_F3P2G1|g__Cutibacterium.s__Cutibacterium_acnes",11.7048051646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.978439312,NA,NA,NA
"UniRef90_A0A2M9WQL0",11.6959064327,NA,NA,NA,NA,NA,21.4001659371,NA,33.2704468731,32.0874065555,NA,21.954887218,NA,NA,55.8119933795,22.8840432835,NA
"UniRef90_A0A2M9WQL0|unclassified",11.6959064327,NA,NA,NA,NA,NA,21.4001659371,NA,33.2704468731,32.0874065555,NA,21.954887218,NA,NA,55.8119933795,22.8840432835,NA
"UniRef90_F3P4G8",11.6946407395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6837777377
"UniRef90_F3P4G8|g__Cutibacterium.s__Cutibacterium_acnes",11.6946407395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6837777377
"UniRef90_W4TUK5",11.693224808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3749772686,NA,NA,NA
"UniRef90_W4TUK5|g__Cutibacterium.s__Cutibacterium_acnes",11.693224808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3749772686,NA,NA,NA
"UniRef90_H9ZMN5",11.6926885236,NA,NA,NA,NA,NA,NA,NA,9.9614836605,NA,NA,NA,NA,23.0493836142,NA,6.9963466336,NA
"UniRef90_H9ZMN5|g__Cutibacterium.s__Cutibacterium_acnes",11.6926885236,NA,NA,NA,NA,NA,NA,NA,9.9614836605,NA,NA,NA,NA,23.0493836142,NA,6.9963466336,NA
"UniRef90_W4UB72",11.6809881847,NA,NA,NA,NA,4.4642857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UB72|g__Cutibacterium.s__Cutibacterium_acnes",11.6809881847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UKF9",11.677958245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UKF9|g__Cutibacterium.s__Cutibacterium_acnes",11.677958245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UCB9",11.6714959748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7593396792
"UniRef90_W4UCB9|g__Cutibacterium.s__Cutibacterium_acnes",11.6714959748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7593396792
"UniRef90_W4U7A2",11.6670768984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U7A2|g__Cutibacterium.s__Cutibacterium_acnes",11.6670768984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1A9AKT3",11.6619067047,NA,NA,NA,NA,NA,23.2123575971,NA,NA,NA,NA,NA,NA,43.1784143728,NA,NA,NA
"UniRef90_A0A1A9AKT3|unclassified",11.6619067047,NA,NA,NA,NA,NA,23.2123575971,NA,NA,NA,NA,NA,NA,43.1784143728,NA,NA,NA
"UniRef90_W4UAW8",11.6566572962,NA,NA,NA,NA,NA,NA,NA,NA,10.3070958864,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UAW8|g__Cutibacterium.s__Cutibacterium_acnes",11.6566572962,NA,NA,NA,NA,NA,NA,NA,NA,10.3070958864,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U8R5",11.6439467705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9612651031,NA,NA
"UniRef90_W4U8R5|g__Cutibacterium.s__Cutibacterium_acnes",11.6439467705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2S3RHD1",11.6421713836,NA,2.4571255969,13.0692940898,10.0417190587,10.4027084091,27.03969484,7.7270351056,6.0494835842,6.083180917,6.4279732625,9.8749349252,NA,96.7735574893,7.0453858852,12.6448637043,35.0818075194
"UniRef90_A0A2S3RHD1|unclassified",11.6421713836,NA,2.4571255969,13.0692940898,10.0417190587,10.4027084091,27.03969484,7.7270351056,6.0494835842,6.083180917,6.4279732625,9.8749349252,NA,96.7735574893,7.0453858852,12.6448637043,35.0818075194
"UniRef90_A0A135ZG75",11.6279069767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A135ZG75|unclassified",11.6279069767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI000DB477ED",11.6279069767,NA,24.7296986427,39.7667673103,NA,17.7948005288,NA,28.8360483056,29.2057663539,NA,NA,NA,NA,155.457938488,NA,NA,38.5125217135
"UniRef90_UPI000DB477ED|unclassified",11.6279069767,NA,24.7296986427,39.7667673103,NA,17.7948005288,NA,28.8360483056,29.2057663539,NA,NA,NA,NA,155.457938488,NA,NA,38.5125217135
